Delivery_person_Age,Delivery_person_Ratings,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_Orderd_hour,Delivery_city
22.0,4.7,1900-01-01 18:45:00,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,LUDH
37.0,4.9,1900-01-01 18:20:00,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,18,COIMB
31.0,4.9,1900-01-01 10:30:00,Sunny,Low,2,Snack,scooter,1.0,No,Urban,10,COIMB
24.0,4.9,1900-01-01 23:30:00,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,23,COIMB
28.0,4.7,1900-01-01 18:50:00,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18,SUR
35.0,4.5,1900-01-01 23:05:00,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,BANG
24.0,4.6,1900-01-01 18:25:00,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Urban,18,INDO
34.0,5.0,1900-01-01 21:05:00,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,JAP
25.0,4.8,1900-01-01 20:45:00,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,20,RANCHI
27.0,4.8,1900-01-01 09:50:00,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,9,RANCHI
29.0,5.0,1900-01-01 21:55:00,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21,MUM
36.0,4.2,1900-01-01 22:45:00,Windy,Low,0,Snack,motorcycle,,No,Urban,22,PUNE
22.0,4.7,1900-01-01 09:40:00,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,9,INDO
32.0,3.9,1900-01-01 22:55:00,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,22,HYD
32.0,5.0,1900-01-01 11:40:00,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,11,COIMB
30.0,4.1,1900-01-01 21:10:00,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,JAP
31.0,4.6,1900-01-01 17:50:00,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17,HYD
38.0,4.8,,Cloudy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,13,RANCHI
29.0,4.8,1900-01-01 18:50:00,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,CHEN
23.0,4.9,1900-01-01 20:25:00,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,20,SUR
37.0,4.0,1900-01-01 18:35:00,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,18,VAD
26.0,5.0,,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,15,DEH
20.0,4.8,1900-01-01 22:50:00,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,22,HYD
28.0,4.6,1900-01-01 22:30:00,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,22,KOC
23.0,4.9,1900-01-01 23:20:00,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,23,INDO
39.0,4.9,1900-01-01 17:50:00,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,VAD
32.0,4.8,1900-01-01 17:55:00,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,17,KOC
33.0,5.0,1900-01-01 22:45:00,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,22,MYS
39.0,4.7,1900-01-01 10:15:00,Fog,Low,2,Meal,scooter,1.0,No,Urban,,SUR
36.0,4.7,1900-01-01 18:20:00,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,,18,VAD
,,1900-01-01 10:35:00,Fog,Low,2,Buffet,scooter,1.0,No,Urban,10,CHEN
35.0,5.0,1900-01-01 11:25:00,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,11,BANG
24.0,4.7,,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,17,COIMB
36.0,4.5,1900-01-01 11:05:00,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,,INDO
,,1900-01-01 20:05:00,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,,JAP
22.0,4.6,,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,14,PUNE
27.0,4.8,1900-01-01 19:25:00,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,19,INDO
26.0,5.0,,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,23,HYD
39.0,4.7,1900-01-01 23:40:00,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,23,RANCHI
24.0,4.6,1900-01-01 20:30:00,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,20,MUM
26.0,5.0,1900-01-01 11:25:00,Sunny,High,1,Buffet,motorcycle,0.0,No,,11,JAP
29.0,4.9,1900-01-01 23:25:00,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,JAP
23.0,4.5,1900-01-01 22:35:00,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,22,KOL
25.0,4.9,,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,18,JAP
36.0,4.4,1900-01-01 18:05:00,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,17,BANG
36.0,4.2,1900-01-01 21:05:00,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20,KNP
22.0,4.9,1900-01-01 23:20:00,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,MUM
37.0,4.5,1900-01-01 19:20:00,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,19,MYS
35.0,4.9,1900-01-01 23:35:00,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,MYS
20.0,4.7,,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,,GOA
26.0,4.9,1900-01-01 21:10:00,Fog,Jam,1,Buffet,scooter,,No,Metropolitian,20,KNP
39.0,4.7,1900-01-01 14:15:00,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,,SUR
30.0,4.1,,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,19,DEH
32.0,4.8,,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,,JAP
36.0,4.4,1900-01-01 19:50:00,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,LUDH
26.0,4.7,1900-01-01 21:15:00,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,BANG
27.0,4.5,1900-01-01 19:05:00,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,ALH
36.0,4.6,1900-01-01 09:15:00,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,,JAP
33.0,4.7,1900-01-01 17:50:00,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,17,JAP
31.0,4.4,1900-01-01 19:55:00,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,19,BANG
35.0,4.1,1900-01-01 20:45:00,Windy,Jam,2,Drinks,scooter,0.0,No,Urban,20,PUNE
39.0,4.4,1900-01-01 20:50:00,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,20,INDO
39.0,4.6,,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,,KNP
36.0,4.8,1900-01-01 22:35:00,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,22,HYD
27.0,4.7,1900-01-01 22:10:00,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,21,CHEN
36.0,4.7,1900-01-01 18:30:00,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,18,MUM
35.0,4.6,1900-01-01 17:50:00,Fog,Medium,1,Snack,scooter,2.0,No,Metropolitian,17,VAD
30.0,5.0,1900-01-01 20:45:00,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,BANG
38.0,4.6,1900-01-01 22:20:00,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,22,MYS
24.0,4.6,1900-01-01 20:30:00,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,20,RANCHI
22.0,5.0,1900-01-01 12:10:00,Sunny,High,2,Snack,scooter,1.0,,Urban,,CHEN
31.0,4.9,1900-01-01 12:30:00,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,12,VAD
30.0,4.8,1900-01-01 19:30:00,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,19,MUM
31.0,5.0,,Stormy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,20,BANG
27.0,4.7,1900-01-01 09:25:00,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,9,KOC
22.0,4.6,1900-01-01 17:45:00,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,17,MYS
34.0,4.7,1900-01-01 21:25:00,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,21,COIMB
23.0,4.7,1900-01-01 17:45:00,Sandstorms,Medium,2,Meal,motorcycle,,No,Metropolitian,17,RANCHI
37.0,4.2,1900-01-01 21:10:00,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,20,COIMB
25.0,4.7,1900-01-01 18:15:00,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,18,ALH
31.0,4.2,1900-01-01 14:50:00,Windy,High,0,Meal,motorcycle,2.0,Yes,Metropolitian,14,CHEN
22.0,5.0,1900-01-01 17:15:00,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,17,RANCHI
28.0,4.7,,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,INDO
29.0,4.9,1900-01-01 08:35:00,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,8,MUM
22.0,3.1,,Sunny,Low,1,Meal,scooter,1.0,Yes,Metropolitian,,JAP
24.0,5.0,1900-01-01 19:40:00,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,MYS
37.0,4.9,1900-01-01 14:55:00,Sandstorms,High,0,Drinks,motorcycle,0.0,Yes,Metropolitian,14,BANG
28.0,4.2,1900-01-01 10:20:00,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,10,MUM
27.0,4.9,1900-01-01 20:10:00,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,SUR
28.0,4.9,,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,8,HYD
28.0,4.9,1900-01-01 09:25:00,Windy,Low,2,Drinks,scooter,0.0,No,Urban,9,COIMB
32.0,5.0,1900-01-01 23:05:00,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,22,BANG
32.0,4.9,,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,19,BANG
37.0,4.7,1900-01-01 21:30:00,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,LUDH
27.0,4.6,1900-01-01 22:45:00,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,22,JAP
35.0,4.2,1900-01-01 18:50:00,Fog,Medium,1,Snack,scooter,2.0,No,Metropolitian,18,BANG
27.0,4.6,1900-01-01 17:45:00,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,HYD
35.0,4.9,1900-01-01 08:45:00,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,8,JAP
39.0,4.9,1900-01-01 18:05:00,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,,KOC
24.0,4.7,1900-01-01 13:55:00,Sunny,High,1,Buffet,scooter,1.0,,Urban,13,COIMB
23.0,5.0,1900-01-01 21:30:00,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,BHP
27.0,4.2,1900-01-01 18:30:00,Cloudy,Medium,2,Buffet,scooter,,No,Metropolitian,18,JAP
34.0,4.5,1900-01-01 22:40:00,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,22,PUNE
37.0,4.2,1900-01-01 18:15:00,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,COIMB
23.0,4.9,,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,21,RANCHI
33.0,4.6,1900-01-01 21:15:00,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,21,VAD
39.0,4.9,1900-01-01 22:30:00,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,COIMB
38.0,4.2,1900-01-01 21:15:00,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,21,HYD
38.0,4.8,1900-01-01 19:40:00,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,19,COIMB
33.0,4.7,1900-01-01 20:55:00,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,INDO
22.0,4.7,1900-01-01 20:20:00,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,KOL
28.0,4.6,1900-01-01 20:25:00,Windy,Jam,1,Snack,scooter,0.0,No,Urban,20,AGR
31.0,4.6,1900-01-01 12:35:00,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,12,PUNE
39.0,4.9,1900-01-01 09:55:00,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,9,VAD
26.0,5.0,1900-01-01 17:30:00,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,17,SUR
25.0,4.5,1900-01-01 22:45:00,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,MYS
29.0,4.9,1900-01-01 10:20:00,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,10,VAD
26.0,4.6,,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,20,COIMB
24.0,4.6,1900-01-01 18:20:00,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,AGR
22.0,4.7,1900-01-01 18:25:00,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,18,AURG
25.0,4.7,1900-01-01 17:20:00,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,MUM
25.0,4.8,1900-01-01 23:35:00,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,JAP
,,,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,20,VAD
26.0,4.9,1900-01-01 17:40:00,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,17,RANCHI
27.0,4.8,1900-01-01 19:15:00,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,SUR
28.0,4.9,1900-01-01 19:25:00,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,19,PUNE
38.0,4.4,1900-01-01 22:05:00,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,,RANCHI
25.0,4.7,,Fog,High,0,Snack,motorcycle,1.0,No,,14,BANG
38.0,4.0,1900-01-01 17:20:00,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,17,BANG
34.0,4.2,1900-01-01 20:45:00,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,20,CHEN
23.0,4.8,1900-01-01 17:35:00,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,MUM
36.0,4.6,1900-01-01 23:25:00,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,23,HYD
37.0,4.7,1900-01-01 18:05:00,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,17,JAP
30.0,4.7,1900-01-01 10:55:00,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,10,SUR
25.0,4.7,1900-01-01 19:50:00,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,19,KNP
21.0,4.8,1900-01-01 17:15:00,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17,COIMB
28.0,4.7,1900-01-01 22:35:00,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,MUM
22.0,5.0,,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,,MUM
25.0,4.5,,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,22,MUM
24.0,4.6,1900-01-01 22:55:00,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,22,SUR
26.0,4.6,1900-01-01 18:45:00,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,18,JAP
28.0,4.8,1900-01-01 23:50:00,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,23,MUM
31.0,4.7,,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,18,MUM
28.0,4.7,1900-01-01 20:45:00,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,CHEN
37.0,4.6,1900-01-01 20:20:00,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,AGR
29.0,4.7,1900-01-01 09:05:00,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,8,MUM
34.0,4.7,1900-01-01 23:15:00,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,,BANG
24.0,4.6,,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,9,MYS
22.0,4.8,1900-01-01 19:40:00,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,19,RANCHI
34.0,4.7,1900-01-01 21:35:00,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,21,INDO
20.0,4.6,,Stormy,Medium,0,Snack,motorcycle,0.0,No,Urban,18,SUR
28.0,4.5,1900-01-01 14:05:00,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,13,CHEN
30.0,4.4,1900-01-01 20:05:00,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,19,SUR
22.0,4.6,1900-01-01 12:35:00,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,12,HYD
34.0,4.8,1900-01-01 10:40:00,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,10,CHEN
29.0,4.8,1900-01-01 23:45:00,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,CHEN
36.0,4.9,1900-01-01 19:05:00,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,JAP
39.0,4.7,1900-01-01 20:55:00,Windy,Jam,0,Drinks,motorcycle,0.0,No,Urban,20,RANCHI
37.0,4.9,1900-01-01 23:35:00,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,RANCHI
22.0,4.3,1900-01-01 22:25:00,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,INDO
25.0,4.0,1900-01-01 17:35:00,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17,ALH
24.0,4.9,1900-01-01 18:10:00,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,17,BANG
38.0,4.9,1900-01-01 22:05:00,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,21,PUNE
21.0,4.9,1900-01-01 20:55:00,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,20,MYS
20.0,4.9,1900-01-01 11:25:00,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,11,MYS
27.0,4.7,1900-01-01 21:55:00,Cloudy,Jam,1,Buffet,scooter,1.0,No,,21,VAD
23.0,4.8,1900-01-01 08:25:00,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,8,SUR
20.0,4.9,1900-01-01 23:35:00,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,DEH
32.0,4.8,1900-01-01 22:45:00,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,22,JAP
32.0,4.7,1900-01-01 14:55:00,Stormy,High,1,Drinks,motorcycle,0.0,No,Urban,14,MYS
29.0,4.9,1900-01-01 22:20:00,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,22,MUM
28.0,4.5,1900-01-01 18:05:00,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17,HYD
34.0,4.9,1900-01-01 10:25:00,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,INDO
25.0,4.6,1900-01-01 18:45:00,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18,RANCHI
20.0,4.7,1900-01-01 23:20:00,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,23,VAD
25.0,4.6,1900-01-01 20:55:00,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,MUM
29.0,4.6,1900-01-01 23:45:00,Stormy,Low,1,Meal,motorcycle,1.0,No,,23,JAP
33.0,4.4,1900-01-01 18:45:00,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,18,MUM
36.0,4.6,1900-01-01 19:45:00,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,MYS
31.0,4.4,1900-01-01 19:45:00,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,19,MYS
28.0,4.8,1900-01-01 17:35:00,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,17,CHEN
26.0,4.7,1900-01-01 11:25:00,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,11,PUNE
23.0,4.6,1900-01-01 09:30:00,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,9,KNP
35.0,4.4,1900-01-01 18:40:00,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18,VAD
36.0,4.1,1900-01-01 19:05:00,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,COIMB
26.0,4.5,1900-01-01 17:20:00,Stormy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,17,JAP
38.0,4.5,1900-01-01 18:10:00,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,,KOL
39.0,4.7,1900-01-01 21:15:00,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,21,AGR
33.0,4.5,1900-01-01 17:05:00,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,MUM
22.0,5.0,1900-01-01 10:55:00,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,10,COIMB
36.0,4.6,1900-01-01 21:55:00,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,21,PUNE
37.0,4.9,1900-01-01 23:20:00,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,23,INDO
25.0,4.7,1900-01-01 22:45:00,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,MYS
39.0,4.9,1900-01-01 23:30:00,Windy,Low,0,Drinks,motorcycle,0.0,No,,23,CHEN
35.0,4.7,1900-01-01 21:10:00,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,,JAP
27.0,4.9,1900-01-01 08:50:00,Windy,Low,2,Drinks,scooter,1.0,No,Urban,8,RANCHI
36.0,4.7,1900-01-01 08:45:00,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,8,RANCHI
32.0,4.7,1900-01-01 20:05:00,Cloudy,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,,CHEN
21.0,4.6,1900-01-01 21:45:00,Windy,Jam,1,Snack,scooter,1.0,No,Urban,21,BANG
20.0,4.7,1900-01-01 10:25:00,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,10,HYD
28.0,4.6,1900-01-01 19:35:00,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,19,COIMB
25.0,4.5,1900-01-01 17:35:00,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,17,COIMB
38.0,4.7,1900-01-01 22:35:00,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,22,RANCHI
31.0,4.1,1900-01-01 20:45:00,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,20,AGR
21.0,4.7,1900-01-01 21:30:00,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,21,CHEN
28.0,4.9,1900-01-01 18:45:00,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,18,MUM
25.0,4.8,1900-01-01 08:40:00,Windy,Low,2,Snack,motorcycle,0.0,No,Urban,8,BHP
23.0,4.8,1900-01-01 15:30:00,Cloudy,Medium,1,Meal,scooter,0.0,No,Urban,15,JAP
26.0,4.6,1900-01-01 18:50:00,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,AURG
25.0,4.8,1900-01-01 19:10:00,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,PUNE
38.0,4.6,1900-01-01 18:15:00,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,,SUR
39.0,4.6,1900-01-01 08:50:00,Fog,Low,2,Buffet,scooter,1.0,No,,8,KOC
33.0,4.9,1900-01-01 08:50:00,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,8,KNP
25.0,4.6,1900-01-01 20:05:00,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Urban,19,KOC
29.0,3.9,1900-01-01 13:05:00,Sunny,High,0,Snack,motorcycle,2.0,No,Urban,12,INDO
33.0,4.8,1900-01-01 20:15:00,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,,PUNE
29.0,4.7,,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,CHEN
38.0,4.1,1900-01-01 11:55:00,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,11,BANG
26.0,4.9,1900-01-01 23:30:00,Fog,Low,0,Snack,motorcycle,0.0,No,,23,SUR
23.0,4.7,1900-01-01 19:05:00,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,18,SUR
31.0,5.0,1900-01-01 15:50:00,Fog,Medium,1,Meal,scooter,0.0,No,Urban,15,INDO
30.0,4.6,1900-01-01 12:45:00,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,12,ALH
34.0,4.8,1900-01-01 23:15:00,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,JAP
38.0,4.8,1900-01-01 09:15:00,Fog,Low,1,Buffet,scooter,0.0,No,Urban,9,VAD
33.0,4.4,1900-01-01 09:35:00,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,9,PUNE
21.0,4.9,1900-01-01 19:30:00,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,19,INDO
30.0,4.8,1900-01-01 08:30:00,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,8,LUDH
22.0,4.7,1900-01-01 17:50:00,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,17,COIMB
23.0,4.7,1900-01-01 22:05:00,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,21,INDO
38.0,5.0,1900-01-01 19:55:00,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,19,INDO
25.0,5.0,1900-01-01 20:05:00,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,19,LUDH
21.0,4.6,,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,17,PUNE
26.0,4.6,1900-01-01 10:40:00,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,10,CHEN
29.0,4.7,1900-01-01 08:55:00,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,8,SUR
37.0,4.9,1900-01-01 23:20:00,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23,BANG
29.0,4.8,1900-01-01 17:55:00,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,17,COIMB
33.0,4.0,,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,COIMB
