Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Time_Orderd_hour,Delivery_city
35.0,5.0,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,11,20002.51566566099,23,COIMB
22.0,4.7,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,22,20002.516216779804,18,LUDH
37.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.518711868193,18,COIMB
31.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Urban,17,20002.52023496599,10,COIMB
24.0,4.9,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,17,20002.513571085055,23,COIMB
28.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18,20002.518793838834,18,SUR
35.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.508327164585,22,BANG
24.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Urban,11,20002.505889188404,18,INDO
34.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,20002.506330714834,20,JAP
25.0,4.8,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.4988092106,20,RANCHI
27.0,4.8,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12,20002.51971059871,9,RANCHI
29.0,5.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.5138189699,21,MUM
36.0,4.2,Windy,Low,0,Snack,motorcycle,,No,Urban,31,20002.518768146518,22,PUNE
22.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,11,20002.519707717744,9,INDO
32.0,3.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,31,20002.489129296675,22,HYD
32.0,5.0,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,37,20002.51966375658,11,COIMB
30.0,4.1,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.48632134662,,JAP
31.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.518758131748,17,HYD
38.0,4.8,Cloudy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,30,20002.517566837272,13,RANCHI
29.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51362224544,18,CHEN
23.0,4.9,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.51879400665,20,SUR
37.0,4.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,31,20002.505851816117,18,VAD
20.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,20002.515794825566,22,HYD
28.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,10,20002.51565052273,22,KOC
23.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,29,20002.49011441634,23,INDO
32.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,28,20002.51354828981,17,KOC
33.0,5.0,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,22,20002.5136029958,22,MYS
39.0,4.7,Fog,Low,2,Meal,scooter,1.0,No,Urban,15,20002.52024411324,,SUR
,,Fog,Low,2,Buffet,scooter,1.0,No,Urban,17,20002.519669456215,10,CHEN
35.0,5.0,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,43,20002.520236348977,11,BANG
24.0,4.7,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,19,20002.50500180769,17,COIMB
36.0,4.5,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,21,20002.51970719018,,INDO
,,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,20002.5160738749,,JAP
22.0,4.6,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,19,20002.517479719438,14,PUNE
27.0,4.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20002.498717686212,19,INDO
26.0,5.0,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,17,20002.505425819396,23,HYD
39.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.51595904672,23,RANCHI
24.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.505561124435,20,MUM
26.0,5.0,Sunny,High,1,Buffet,motorcycle,0.0,No,,13,20002.52025139077,11,JAP
29.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,20002.509287770983,23,JAP
23.0,4.5,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,12,20002.515934037332,22,KOL
25.0,4.9,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.514159887578,18,JAP
36.0,4.4,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,31,20002.497558840387,17,BANG
36.0,4.2,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.486207021964,20,KNP
22.0,4.9,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.50867274656,23,MUM
37.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,20002.497496511514,19,MYS
35.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.505074779543,23,MYS
20.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,20002.518742852844,,GOA
26.0,4.9,Fog,Jam,1,Buffet,scooter,,No,Metropolitian,25,20002.516059219488,20,KNP
39.0,4.7,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,29,20002.517525040705,,SUR
30.0,4.1,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,49,20002.48727994057,19,DEH
32.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.509285776185,,JAP
36.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.500064492666,19,LUDH
26.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.505113877793,,BANG
27.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.514089297605,18,ALH
36.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.519728335137,,JAP
33.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,21,20002.511900663943,17,JAP
31.0,4.4,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.511161198054,19,BANG
35.0,4.1,Windy,Jam,2,Drinks,scooter,0.0,No,Urban,33,20002.505512841708,20,PUNE
39.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,41,20002.490107582074,20,INDO
39.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.48620910405,,KNP
36.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,24,20002.489133899824,22,HYD
27.0,4.7,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.515701318058,21,CHEN
36.0,4.7,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,38,20002.498208610057,18,MUM
35.0,4.6,Fog,Medium,1,Snack,scooter,2.0,No,Metropolitian,40,20002.49002303108,17,VAD
30.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,20002.511161166094,20,BANG
38.0,4.6,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,18,20002.508296578184,22,MYS
24.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,34,20002.498809146244,20,RANCHI
22.0,5.0,Sunny,High,2,Snack,scooter,1.0,,Urban,10,20002.519669463916,,CHEN
31.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.517546152532,12,VAD
30.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.518774187352,19,MUM
31.0,5.0,Stormy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,46,20002.51569819301,20,BANG
27.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,15,20002.5202343601,9,KOC
22.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,35,20002.488402468716,17,MYS
34.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,37,20002.50824122823,21,COIMB
23.0,4.7,Sandstorms,Medium,2,Meal,motorcycle,,No,Metropolitian,25,20002.51399220783,17,RANCHI
37.0,4.2,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45,20002.518711757017,20,COIMB
25.0,4.7,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,17,20002.50916203879,18,ALH
31.0,4.2,Windy,High,0,Meal,motorcycle,2.0,Yes,Metropolitian,43,20002.51740127379,14,CHEN
28.0,4.7,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,13,20002.51881066557,21,INDO
29.0,4.9,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,16,20002.52024173433,8,MUM
22.0,3.1,Sunny,Low,1,Meal,scooter,1.0,Yes,Metropolitian,43,20002.5063286684,,JAP
24.0,5.0,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.511138876325,19,MYS
37.0,4.9,Sandstorms,High,0,Drinks,motorcycle,0.0,Yes,Metropolitian,42,20002.517400243352,14,BANG
28.0,4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,15,20002.51969073876,10,MUM
27.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.51390030213,19,SUR
28.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,18,20002.519684451123,8,HYD
28.0,4.9,Windy,Low,2,Drinks,scooter,0.0,No,Urban,11,20002.519663810974,9,COIMB
32.0,5.0,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,22,20002.50832552437,22,BANG
32.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,41,20002.488481661345,19,BANG
37.0,4.7,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,20002.514365809788,21,LUDH
27.0,4.6,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,18,20002.49937037366,22,JAP
35.0,4.2,Fog,Medium,1,Snack,scooter,2.0,No,Metropolitian,38,20002.50832546289,18,BANG
27.0,4.6,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.518758282113,17,HYD
35.0,4.9,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,20002.519729021213,8,JAP
39.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.51106633733,,KOC
24.0,4.7,Sunny,High,1,Buffet,scooter,1.0,,Urban,14,20002.51737891957,13,COIMB
27.0,4.2,Cloudy,Medium,2,Buffet,scooter,,No,Metropolitian,35,20002.509287784553,18,JAP
34.0,4.5,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,20002.498157250087,22,PUNE
37.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.508240557647,18,COIMB
23.0,4.9,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,13,20002.5059546882,21,RANCHI
33.0,4.6,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,26,20002.515926825643,21,VAD
39.0,4.9,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.49739084228,22,COIMB
38.0,4.2,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,44,20002.49801920426,21,HYD
38.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.50500485035,19,COIMB
33.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,20002.490110951214,20,INDO
22.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,44,20002.508929914886,20,KOL
28.0,4.6,Windy,Jam,1,Snack,scooter,0.0,No,Urban,15,20002.506357419785,20,AGR
31.0,4.6,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51747939419,12,PUNE
39.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.52024543789,9,VAD
26.0,5.0,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,15,20002.51879389025,17,SUR
25.0,4.5,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,20002.515687546318,22,MYS
29.0,4.9,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,13,20002.51970555672,10,VAD
26.0,4.6,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,20002.511096646882,20,COIMB
24.0,4.6,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.486391569077,18,AGR
22.0,4.7,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,20002.505627556264,18,AURG
25.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.515840958058,17,MUM
25.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,14,20002.516074164345,23,JAP
26.0,4.9,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.518817347405,17,RANCHI
27.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.498492594063,,SUR
28.0,4.9,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.51140421406,19,PUNE
38.0,4.4,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.51399336247,,RANCHI
25.0,4.7,Fog,High,0,Snack,motorcycle,1.0,No,,23,20002.51740036695,14,BANG
38.0,4.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.513621455517,17,BANG
34.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48,20002.505117295663,20,CHEN
23.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.513818262058,17,MUM
36.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.49801452968,23,HYD
37.0,4.7,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,39,20002.49937076237,17,JAP
30.0,4.7,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,12,20002.519700149176,10,SUR
21.0,4.8,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,28,20002.513570866642,17,COIMB
28.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,16,20002.498231173162,22,MUM
22.0,5.0,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,12,20002.48943325664,,MUM
25.0,4.5,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.515836980318,22,MUM
24.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,21,20002.498495430344,22,SUR
26.0,4.6,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,19,20002.516074126204,18,JAP
28.0,4.8,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,10,20002.50868703957,23,MUM
31.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.51877461835,18,MUM
28.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.513621892485,20,CHEN
37.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.516082720394,20,AGR
29.0,4.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.51969127369,8,MUM
34.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.50511418186,,BANG
24.0,4.6,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,14,20002.520235879336,9,MYS
22.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,37,20002.505954350196,19,RANCHI
34.0,4.7,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,33,20002.515940083857,21,INDO
20.0,4.6,Stormy,Medium,0,Snack,motorcycle,0.0,No,Urban,23,20002.489801119864,18,SUR
28.0,4.5,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.517401937323,13,CHEN
30.0,4.4,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,48,20002.489801119864,19,SUR
22.0,4.6,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51746207474,12,HYD
34.0,4.8,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,20002.520236349435,10,CHEN
29.0,4.8,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.511165732234,23,CHEN
36.0,4.9,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22,20002.514159447626,18,JAP
39.0,4.7,Windy,Jam,0,Drinks,motorcycle,0.0,No,Urban,36,20002.518817140055,20,RANCHI
37.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.5059540571,23,RANCHI
22.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,24,20002.513967097442,22,INDO
25.0,4.0,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,35,20002.506170763736,17,ALH
24.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,23,20002.5111617699,17,BANG
38.0,4.9,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.518768203267,21,PUNE
21.0,4.9,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,20002.497495633623,20,MYS
20.0,4.9,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.519667385546,11,MYS
27.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,,25,20002.515926785007,21,VAD
23.0,4.8,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.519700242323,8,SUR
20.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.487287026976,23,DEH
32.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,18,20002.486323474666,22,JAP
32.0,4.7,Stormy,High,1,Drinks,motorcycle,0.0,No,Urban,28,20002.517393110273,14,MYS
29.0,4.9,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,14,20002.48943621965,22,MUM
28.0,4.5,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.511350266665,17,HYD
34.0,4.9,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.520245959106,10,INDO
25.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.51167074912,18,RANCHI
25.0,4.6,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.508668301314,20,MUM
29.0,4.6,Stormy,Low,1,Meal,motorcycle,1.0,No,,14,20002.51415980955,23,JAP
33.0,4.4,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,33,20002.489441703987,18,MUM
36.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.505075892223,19,MYS
31.0,4.4,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,43,20002.497495421838,19,MYS
28.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,18,20002.50833117427,17,CHEN
26.0,4.7,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.519688956894,11,PUNE
23.0,4.6,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,11,20002.520250731694,9,KNP
35.0,4.4,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,44,20002.490022374204,18,VAD
36.0,4.1,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,41,20002.49738915748,18,COIMB
26.0,4.5,Stormy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,25,20002.499370831236,17,JAP
38.0,4.5,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,45,20002.49007694354,,KOL
39.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,20002.509309518435,21,AGR
33.0,4.5,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,20002.517487061417,16,MUM
22.0,5.0,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,16,20002.520234986427,10,COIMB
36.0,4.6,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,20002.51582258576,21,PUNE
37.0,4.9,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,23,20002.51881048135,23,INDO
25.0,4.7,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.505076692953,22,MYS
39.0,4.9,Windy,Low,0,Drinks,motorcycle,0.0,No,,24,20002.508330750465,23,CHEN
35.0,4.7,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,20002.509287784553,,JAP
27.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Urban,15,20002.520246675424,8,RANCHI
36.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,21,20002.520246727,8,RANCHI
32.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,43,20002.508327917065,,CHEN
21.0,4.6,Windy,Jam,1,Snack,scooter,1.0,No,Urban,19,20002.488481892287,21,BANG
20.0,4.7,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,16,20002.520240163594,10,HYD
28.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,20002.50500491538,19,COIMB
25.0,4.5,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,22,20002.513571018244,17,COIMB
38.0,4.7,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,24,20002.518817869954,22,RANCHI
31.0,4.1,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,34,20002.518861944674,20,AGR
21.0,4.7,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,20002.508330750465,21,CHEN
28.0,4.9,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,25,20002.513821212466,18,MUM
23.0,4.8,Cloudy,Medium,1,Meal,scooter,0.0,No,Urban,12,20002.517640303984,15,JAP
26.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.498320861803,18,AURG
25.0,4.8,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,24,20002.51140399733,18,PUNE
38.0,4.6,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,21,20002.508825216668,,SUR
39.0,4.6,Fog,Low,2,Buffet,scooter,1.0,No,,17,20002.51966127858,8,KOC
33.0,4.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20002.519726735158,8,KNP
25.0,4.6,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Urban,37,20002.508200480715,19,KOC
29.0,3.9,Sunny,High,0,Snack,motorcycle,2.0,No,Urban,44,20002.517554629638,12,INDO
33.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,20002.498152402422,,PUNE
29.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.508327917065,,CHEN
38.0,4.1,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41,20002.520236317847,11,BANG
26.0,4.9,Fog,Low,0,Snack,motorcycle,0.0,No,,20,20002.489796027745,23,SUR
23.0,4.7,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.515893207765,18,SUR
31.0,5.0,Fog,Medium,1,Meal,scooter,0.0,No,Urban,18,20002.517554525428,15,INDO
34.0,4.8,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,15,20002.499367032717,23,JAP
38.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Urban,16,20002.51970556184,9,VAD
33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.520241245456,9,PUNE
21.0,4.9,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,30,20002.51881066557,19,INDO
30.0,4.8,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.519751880347,8,LUDH
22.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.50500511935,17,COIMB
23.0,4.7,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.511628737422,21,INDO
38.0,5.0,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,28,20002.508943697198,19,INDO
21.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,39,20002.48931262718,17,PUNE
26.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.51966942688,10,CHEN
29.0,4.7,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,12,20002.51970016327,8,SUR
37.0,4.9,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.497553524896,23,BANG
29.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,44,20002.508240628435,17,COIMB
33.0,4.0,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.51109601312,18,COIMB
22.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.51362001461,21,BANG
26.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18,20002.48848870935,22,CHEN
28.0,4.9,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,20002.51872431771,21,BANG
,,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.51970014993,10,SUR
24.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.519710714038,10,RANCHI
31.0,4.8,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.51970554516,11,VAD
25.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.515926787743,23,VAD
36.0,4.4,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,46,20002.505112025086,,BANG
33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,20002.515687532457,22,MYS
23.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.518758522743,17,HYD
31.0,4.5,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,36,20002.508324130646,22,BANG
39.0,4.8,Cloudy,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,35,20002.51390030213,19,SUR
37.0,4.1,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,20002.515823019938,20,PUNE
28.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,25,20002.50960066021,23,DEH
37.0,4.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.513967031246,19,INDO
20.0,4.9,Windy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,23,20002.508240281208,21,COIMB
34.0,4.1,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,32,20002.51396565473,19,INDO
